id,ticker,price,volatility,drift
1910,GRBK,24.24,0.048687,0.000965
1911,AIPUY,19.997999,0.029262,0.000816
1912,NRILY,23.2101,0.016042,0.000382
1913,AMG,155.5,0.022931,0.00035
1914,ARII,69.970001,0.024328,0.000467
1915,VIVEF,9.39,0.019483,4.4e-05
1916,INCY,82.419998,0.029583,0.000696
1917,CNX,16.225,0.025058,0.000389
1918,JPM,133.419998,0.024711,0.000358
1919,BLCM,1.019,0.039801,-0.000573
1920,HGKGF,5.46,0.012122,3.8e-05
1921,PMO,10.81,0.006348,-2e-06
1922,VPRIF,0.035,0.040555,0.00017
1923,NOA,13.03,0.026998,0.000343
1924,BRFS,1.3748,0.020704,0.000229
1925,PMF,10.66,0.009074,1e-05
1926,CRTO,26.41,0.024861,0.000208
1927,FRME,41.950001,0.018246,0.000284
1928,ANIK,30.735001,0.037109,0.000821
1929,FOXF,100.714996,0.019269,0.000551
1930,ALSN,42.57,0.013365,0.000203
1931,NSL,4.7719,0.010121,-1.2e-05
1932,RYI,30.24,0.033083,0.000675
1933,HD,323.769989,0.048409,0.001395
1934,AHCHY,18.580099,0.025345,0.000406
1935,TOKUF,12.29,0.037652,0.000772
1936,VDNRF,10.63,0.026441,0.000127
1937,MNTX,4.7114,0.035875,0.000613
1938,TAP,52.549999,0.017119,0.000166
1939,AGEN,2.74,0.039014,0.000348
1940,CHTR,385.589996,0.02759,0.000503
1941,ITUB,4.47,0.020352,0.000322
1942,RE,328.609985,0.024056,0.000359
1943,SGDBF,8.58,0.007049,6e-05
1944,WNS,81.639999,0.018673,0.000338
1945,JRVR,22.129999,0.017252,0.000158
1946,HHRBF,0.04,0.0,0.0
1947,FFKT,56.900002,0.019763,0.000312
1948,BTI,41.044998,0.013806,0.000289
1949,IAC,45.965,0.023146,0.000617
1950,EGF,9.67,0.006636,-6.2e-05
1951,WWNTF,0.71,0.013741,9e-06
1952,PLD,116.580002,0.019368,0.000251
1953,MVT,10.67,0.007999,9e-06
1954,AET,212.699997,0.016016,0.000406
1955,GBCI,54.625,0.022561,0.000541
1956,DEX,8.1,0.011068,-5.5e-05
1957,HNNA,8.5,0.033318,0.000592
1958,MQY,11.791,0.007346,1.1e-05
1959,CRMT,74.260002,0.032899,0.000769
1960,NICK,6.36,0.025188,0.00044
1961,AGTC,0.3936,0.038884,-3.7e-05
1962,OXLC,5.0622,0.018381,-5.8e-05
1963,MRK,108.955002,0.011202,0.000223
1964,BARK,1.545,0.036294,-0.001478
1965,DGLY,0.3027,0.049667,0.000713
1966,BHK,10.8309,0.007272,-4e-06
1967,IGR,6.1,0.015105,1.9e-05
1968,BASFY,12.325,0.014464,0.000185
1969,AJG,192.399994,0.029614,0.000519
1970,ORKLY,6.91,0.01353,3.7e-05
1971,SHASF,0.066,0.073665,0.002309
1972,TPX,32.014999,0.024584,0.000534
1973,CNI,124.739998,0.025668,0.000469
1974,NVR,4635.14502,0.040943,0.001104
1975,NSTG,7.305,0.03006,0.000388
1976,ATNNF,165.869995,0.017918,0.000307
1977,GDO,12.81,0.006803,-4.5e-05
1978,UHS,127.455002,0.034365,0.000652
1979,SKLKF,15.79,0.021044,4.3e-05
1980,IFSB,0.094,0.082194,0.003102
1981,NTDOY,10.33,0.018733,0.000309
1982,FLS,29.799999,0.018223,0.000322
1983,ATHX,0.7401,0.054082,0.000799
1984,CARA,11.34,0.032526,0.000523
1985,MUX,5.24,0.050694,0.00131
1986,BKRL,5.01,0.038016,0.000466
1987,IIM,12.4401,0.007045,1.2e-05
1988,DAIO,3.79,0.038944,0.000708
1989,FATE,16.5,0.036931,0.000881
1990,EXTR,20.021,0.032265,0.000495
1991,PTSI,27.16,0.078253,0.003191
1992,LAD,220.940002,0.024599,0.000529
1993,ITRN,22.834999,0.015844,0.000189
1994,FMI,137.0,0.032516,0.001128
1995,RNP,21.782,0.014247,8.7e-05
1996,HMNF,22.5,0.024721,0.00034
1997,FJTSY,26.934999,0.018429,0.0002
1998,INN,7.93,0.017757,0.00012
1999,AROW,33.051998,0.020141,0.00037
2000,WASH,48.243301,0.019208,0.0003
2001,AWRE,1.74,0.033514,0.00042
2002,RGC,30.549999,0.073872,0.004043
2003,PRLB,25.49,0.020818,0.00022
2004,ZURVY,48.044998,0.013632,0.000233
2005,AKAM,89.879997,0.029408,0.000427
2006,TGA,3.72,0.047917,0.001069
2007,ICCC,6.75,0.051265,0.001294
2008,PGRE,5.925,0.014224,-0.000179
2009,MIND,0.4499,0.034246,0.000453
2010,SNN,27.27,0.012861,0.000205
2011,PFIE,1.07,0.054579,0.00171
2012,CTG,7.03,0.02507,0.000411
2013,BDCZ,17.062,0.013711,3.3e-05
2014,MTBC,3.23,0.045676,0.00094
2015,SIXD,0.0306,0.289185,0.040147
2016,SKYS,7.17,0.051011,0.000935
2017,IGLD,18.85,0.007983,-3.7e-05
2018,EUZOF,51.07,0.014626,9.2e-05
2019,RTGN,9.0,0.062657,0.004703
2020,SVTRF,33.5,0.011284,0.000138
2021,RELL,25.700001,0.025712,0.000409
2022,CRC,41.27,0.025099,0.000995
2023,ADUS,103.529999,0.02181,0.000601
2024,KIM,21.695,0.015133,0.000216
2025,DSL,12.0642,0.008564,-0.000111
2026,POWL,36.404999,0.029865,0.000577
2027,MSB,17.697399,0.02832,0.00043
2028,EQR,62.619999,0.016128,0.00018
2029,GVA,35.779999,0.019679,0.000312
2030,CIB,25.91,0.019696,0.000215
2031,LEG,33.490002,0.025681,0.000437
2032,PX,10.61,0.01649,-8.1e-05
2033,MAHMF,16.6,0.042544,0.001022
2034,STZ-B,310.0,0.040787,0.00093
2035,PRQR,1.4999,0.042312,0.000272
2036,BZLFY,36.965,0.013451,0.000215
2037,ARW,107.495003,0.02517,0.000392
2038,CHT,36.34,0.011402,0.000104
2039,WRK,36.27,0.017791,9.8e-05
2040,TEI,4.9524,0.012318,3.8e-05
2041,CCF,94.300003,0.019029,0.000484
2042,ISTR,21.785,0.01831,0.000268
2043,RYAM,8.3256,0.033783,0.000213
2044,SKX,42.685001,0.024602,0.000516
2045,AIMC,59.41,0.021813,0.000422
2046,KMF,7.56,0.018004,-3.5e-05
2047,EOG,124.205002,0.030386,0.00054
2048,D,58.529999,0.009786,0.000191
2049,OPOF,24.063999,0.019705,0.000223
2050,FFNW,14.91,0.016301,0.000167
2051,CPE,35.34,0.03592,0.000594
2052,AIG,62.724998,0.021574,0.000271
2053,KMDA,4.5365,0.021481,7.2e-05
2054,HLX,6.025,0.028231,0.000416
2055,TEPCY,5.83,0.00712,-7.9e-05
2056,SE,60.57,0.029262,0.000936
2057,ASGN,84.540001,0.025226,0.000564
2058,ZEUS,32.5,0.031021,0.000528
2059,MUA,10.56,0.0074,4e-06
2060,SCSC,30.219999,0.020981,0.000422
2061,BTZ,10.48,0.010632,-5.2e-05
2062,AMPH,28.74,0.019472,0.000521
2063,IRIX,2.225,0.039855,0.000676
2064,TLF,5.0,0.035352,0.000602
2065,ICB,18.59,0.008565,0.000411
2066,UBFO,7.07,0.02533,0.000342
2067,PAR,23.49,0.025318,0.000333
2068,UNP,212.270004,0.023898,0.000384
2069,ABIO,2.22,0.051084,0.000316
2070,TPL,2514.919922,0.016212,0.000431
2071,CDE,3.265,0.031276,0.000293
2072,MOMO,7.785,0.02914,0.000275
2073,KMAAF,242.0,0.016281,0.000344
2074,ANF,23.35,0.024546,0.000358
2075,THO,82.589996,0.018192,0.000411
2076,IHD,5.32,0.015582,8e-06
2077,MSEX,90.735001,0.015645,0.000291
2078,BPK,14.61,0.002975,-7.4e-05
2079,LL,5.965,0.027912,0.000318
2080,ENTA,41.5,0.024215,0.000508
2081,TCI,45.999901,0.027212,0.000441
2082,MHVYF,40.0,0.014833,0.000127
2083,BAESY,41.220001,0.013513,0.000224
2084,SIFY,1.34,0.042002,0.00058
2085,WRLD,71.32,0.025521,0.000544
2086,SPB,58.900002,0.032562,0.000501
2087,MFA,11.4009,0.027511,0.000284
2088,SOHO,1.8401,0.031771,0.000318
2089,SO,70.125,0.017236,0.00022
2090,STLY,8.05,0.041359,0.000762
2091,TSLX,18.32,0.010979,9e-05
2092,NCTY,0.7332,0.048804,0.000456
2093,ETP,16.49,0.004063,-4e-05
2094,SPOK,8.15,0.017231,-1.7e-05
2095,HWKN,40.580002,0.027251,0.000564
2096,SSUMY,16.280001,0.015699,0.000147
2097,UCBA,27.85,0.027379,0.000463
2098,MGIC,16.172701,0.03276,0.000645
2099,SVNDY,20.325001,0.013959,0.000196
2100,JAZZ,152.550003,0.03095,0.000756
2101,NYCB,8.63,0.01861,0.000243
2102,LYG,2.23,0.023667,4e-06
2103,AMT,214.130005,0.027943,0.000457
2104,GJNSF,19.99,0.011298,0.000112
2105,MPB,32.290001,0.018132,0.000186
2106,UTMD,100.120003,0.017419,0.000389
2107,FWP,2.66,0.045643,9e-05
2108,GNW,5.015,0.034158,0.000512
2109,EXAC,49.25,0.025576,0.000542
2110,CPT,115.050003,0.012926,0.000193
2111,LTRX,4.6,0.039124,0.000551
2112,HBNC,15.2,0.015461,0.000273
2113,OSUR,5.215,0.032554,0.000583
2114,X,25.110001,0.022601,0.00027
2115,GIGM,1.2,0.04045,0.000472
2116,ASBRF,31.84,0.012082,0.000156
2117,BNTGY,12.465,0.025537,0.000389
2118,CNCE,4.71,0.032387,0.000253
2119,FRGI,6.65,0.02406,0.000171
2120,VNCE,7.84,0.039479,-1.7e-05
2121,SMTOY,11.43,0.01468,0.000101
2122,POWI,76.555,0.025228,0.000603
2123,SBRA,12.535,0.030269,0.000313
2124,SURG,7.23,0.057908,0.000801
2125,GGNPF,1.59,0.023938,0.000471
2126,YY,34.049999,0.027032,0.000598
2127,AXAS,0.85,0.041838,0.000576
2128,CFBK,22.860001,0.033729,0.000356
2129,FSBW,34.080002,0.014264,0.000463
2130,AI,13.2988,0.03737,-0.001297
2131,IBCP,23.924999,0.025873,0.000371
2132,HQL,14.742,0.012889,8.2e-05
2133,PAY,9.2796,0.03188,-0.00094
2134,BXMX,13.285,0.009847,4e-06
2135,NBD,20.35,0.004171,-0.000162
2136,XCRA,14.27,0.036439,0.000629
2137,SGBLY,9.71,0.01862,0.000113
2138,ALNY,234.860001,0.026606,0.000745
2139,CMPGY,23.264999,0.014238,0.000263
2140,BEN,26.715,0.042988,0.001031
2141,EFR,11.205,0.008211,-2.7e-05
2142,TMHC,30.35,0.019946,0.000253
2143,FMY,11.77,0.008564,7e-06
2144,IP,36.330002,0.015627,0.00014
2145,VMW,120.788002,0.02015,0.000312
2146,FUL,77.0,0.01818,0.000382
2147,PZC,8.555,0.009643,-9e-06
2148,CBAOF,1.39,0.045412,0.000873
2149,INTU,406.829987,0.040343,0.000929
2150,SPWR,22.514999,0.032382,0.000548
2151,MDU,30.637199,0.011849,0.000203
2152,ASEKY,26.795,0.015234,2.3e-05
2153,BKRKY,15.1401,0.022172,0.000382
2154,CHUEF,9.5139,0.007046,-2.6e-05
2155,WEYS,25.549999,0.019364,0.000351
2156,AON,304.5,0.026787,0.000475
2157,LOGI,60.68,0.020666,0.000475
2158,NID,13.175,0.00489,-1.2e-05
2159,RXEEY,19.1,0.024536,0.000289
2160,TSCO,214.425003,0.047117,0.001252
2161,ADXS,1.58,0.063507,0.000681
2162,RVT,14.02,0.011856,9.4e-05
2163,EOS,16.846201,0.011435,4.6e-05
2164,SGSOF,2341.0,0.010032,9e-05
2165,BBY,81.8312,0.039083,0.000927
2166,LECO,146.509995,0.01754,0.000394
2167,HON,211.830002,0.023938,0.000336
2168,LGND,63.73,0.029982,0.000467
2169,NOV,19.825001,0.024668,0.000341
2170,CHEF,33.889999,0.027608,0.000502
2171,SLGN,52.667999,0.018254,0.000391
2172,CIMDF,1.3,0.014756,-1.8e-05
2173,UBSI,41.150002,0.018498,0.000267
2174,PCAR,101.389999,0.026863,0.000471
2175,QCCO,0.62,0.035712,0.000298
2176,TCPTF,0.9902,0.0,0.0
2177,PLCE,34.98,0.026405,0.00041
2178,PLOW,36.68,0.014909,0.000297
2179,FULT,17.209999,0.017925,0.000227
2180,SMCI,87.269997,0.02279,0.000549
2181,GIB,86.870003,0.017115,0.000364
2182,HNHPF,6.53,0.025141,0.000318
2183,SWGAY,13.915,0.014071,4.6e-05
2184,DRI,142.550003,0.027906,0.000468
2185,AMRN,1.175,0.051745,0.000921
2186,VOD,10.695,0.016949,0.000188
2187,RF,22.264999,0.02473,0.000352
2188,PBPB,5.38,0.023997,-7.4e-05
2189,LIME,6.07,0.047369,0.000568
2190,AIF,12.25,0.006978,-7.5e-05
2191,COLB,31.139999,0.021838,0.000372
2192,VBTX,29.43,0.01751,0.000334
2193,BIIB,286.130005,0.040904,0.000933
2194,JSD,11.89,0.009193,-2e-06
2195,FRC,119.029999,0.01859,0.000295
2196,LGCY,0.02,0.0,0.0
2197,IGPPF,6.9,0.023619,0.000302
2198,IPI,33.68,0.032106,0.00016
2199,FIVN,69.190002,0.023501,0.00077
2200,OMCL,48.310001,0.024771,0.000466
2201,STC,43.0,0.020908,0.000362
2202,RCI,44.25,0.019599,0.000268
2203,CCNE,24.205,0.017318,0.000256
2204,ADC,71.610001,0.014975,0.000203
2205,MGI,10.935,0.032581,0.000258
2206,SJI,35.099998,0.010838,0.0002
2207,MCHVY,13.06,0.022523,5e-05
2208,NBTB,42.48,0.018551,0.000302
2209,TSEM,45.830002,0.03218,0.000464
2210,EME,148.929993,0.017139,0.000482
2211,CMTL,13.33,0.035404,0.000661
2212,G,45.139999,0.014832,0.000261
2213,BIN,0.051,0.130523,0.009984
2214,PBH,61.490002,0.017872,0.0003
2215,AAVL,11.89,0.038833,0.002495
2216,BIP,34.57,0.01374,0.000278
2217,DISH,15.32,0.025722,0.0004
2218,ROIC,15.62,0.012882,0.000145
2219,DEL,93.279999,0.015128,0.000246
2220,KOSS,5.975,0.042029,0.00101
2221,TM,143.389999,0.013753,0.000298
2222,APL,0.045,0.026289,0.000346
2223,XPLR,5.99,0.111184,0.005531
2224,RLI,127.540001,0.01344,0.000375
2225,LLESF,5.23,0.014369,4.8e-05
2226,ARDX,1.905,0.042592,0.000432
2227,IPG,32.450001,0.016798,0.000331
2228,PVH,73.5,0.019458,0.000396
2229,MCFUF,6.12,0.023835,0.000211
2230,GDV,21.07,0.010917,7.1e-05
2231,FTK,1.255,0.03783,0.000526
2232,MMS,71.370003,0.015073,0.000324
2233,SHECY,31.125,0.01539,0.000268
2234,TS,31.885,0.018744,0.000402
2235,RBCAA,42.105,0.020293,0.000314
2236,ON,69.389999,0.028826,0.000506
2237,RNST,40.200001,0.01643,0.000275
2238,VSAT,30.715,0.025028,0.000456
2239,BBRYF,25.65,0.016561,0.00027
2240,TRIB,1.25,0.03477,0.000431
2241,BH,143.399994,0.027065,0.000528
2242,GCH,12.37,0.013684,0.0001
2243,LINC,5.53,0.031114,0.000338
2244,NUVA,42.490002,0.01996,0.000343
2245,CSASF,13.01,0.00933,-0.000125
2246,HEQ,11.72,0.009326,-4.9e-05
2247,FCBC,36.044998,0.01804,0.00024
2248,SDXAY,20.052,0.014068,0.000262
2249,GULTU,0.04,0.063225,0.001199
2250,NGG,62.150101,0.010688,7.8e-05
2251,PLPL,0.0105,0.13762,0.007903
2252,REX,29.82,0.023294,0.000471
2253,F,13.295,0.019024,0.000205
2254,PB,71.239998,0.015134,0.000315
2255,MDWD,1.275,0.031739,-7.1e-05
2256,HELE,98.834999,0.024314,0.000572
2257,SWSKF,22.6,0.015319,0.000502
2258,FUN,40.075001,0.014508,0.000223
2259,FRBA,14.99,0.025964,0.000464
2260,AMBZ,39.650002,0.012491,0.000248
2261,DNPCF,19.43,0.010886,6.1e-05
2262,APWC,1.37,0.048536,0.001114
2263,EEFT,91.129997,0.025926,0.000469
2264,JOB,0.7899,0.044646,0.000837
2265,HTLF,47.205002,0.020112,0.000259
2266,ADBE,336.80719,0.022165,0.000652
2267,BLFS,20.24,0.097403,0.004641
2268,TOL,49.0,0.021705,0.000452
2269,IFCZF,149.600006,0.008096,0.000222
2270,CACH,0.0101,0.047629,0.000798
2271,SNMX,1.49,0.032615,0.00033
2272,REXR,54.830002,0.011219,0.00034
2273,PSO,11.34,0.016567,0.000135
2274,RMYHY,10.71,0.018482,7.9e-05
2275,ICD,3.17,0.041651,-0.000141
2276,TTMI,16.055,0.027478,0.000354
2277,MOH,347.929993,0.029887,0.000611
2278,MATW,30.860001,0.017141,0.00029
2279,UABK,35.700001,0.060497,0.001332
2280,PAYX,120.745003,0.04191,0.000995
2281,LPG,19.209999,0.021997,0.000244
2282,VRNT,37.5,0.020403,0.000355
2283,SANM,61.935001,0.028157,0.000581
2284,AHODF,30.1,0.012769,0.000191
2285,CXE,3.6,0.009644,-1.4e-05
2286,WAYN,26.1,0.020479,0.000331
2287,GGG,67.779999,0.013694,0.000393
2288,CJEWF,1.909,0.020272,0.000308
2289,ACFL,0.05,0.082833,0.003159
2290,SPLK,91.059998,0.021246,0.000421
2291,XL,0.9158,0.040205,-0.002881
2292,ACHN,0.206,0.12699,0.010201
2293,EMCF,33.099998,0.018365,0.000212
2294,PTTTS,7.2,0.017217,0.000171
2295,CICHY,11.98,0.014783,5.8e-05
2296,HSII,28.07,0.021629,0.000292
2297,VNDA,10.65,0.039925,0.000803
2298,MTRX,5.45,0.029339,0.000449
2299,CNMD,91.315002,0.026182,0.000557
2300,LTC,38.3158,0.014835,0.000204
2301,TRST,37.994999,0.018395,0.000307
2302,SEAS,53.389999,0.022749,0.000374
2303,PERF,6.1,0.124965,-0.008323
2304,UOVEY,45.799999,0.018795,0.000242
2305,TSQ,7.25,0.022085,0.000151
2306,MDT,79.129997,0.029394,0.000551
2307,CIR,26.443001,0.020884,0.000286
2308,PAOTF,4.8,0.028972,0.000158
2309,IGD,5.375,0.010282,-9.4e-05
2310,NMI,9.0001,0.008416,1.9e-05
2311,XOMA,18.790001,0.041042,0.000526
2312,MPC,108.68,0.026111,0.00044
2313,AGIO,28.530001,0.028911,0.000414
2314,CSTM,11.63,0.027859,0.000357
2315,JYSKY,9.99,0.0104,4.6e-05
2316,SM,35.740002,0.027816,0.000557
2317,PSF,19.83,0.009168,4e-06
2318,VMO,9.65,0.007361,-2e-06
2319,EPR,40.709999,0.018129,0.000193
2320,PACW,24.469999,0.01911,0.000207
2321,DGX,148.580002,0.029615,0.000532
2322,ORC,10.54,0.018297,-0.000224
2323,TITN,39.66,0.025781,0.000517
2324,BMS,57.25,0.012224,0.000268
2325,CPRX,17.26,0.046068,0.001192
2326,IDCC,49.389999,0.032619,0.000678
2327,SNV,40.509998,0.021202,0.000269
2328,QCRH,49.0,0.020935,0.000382
2329,TRN,29.85,0.019009,0.000391
2330,MYD,10.72,0.007264,5e-06
2331,HEP,17.85,0.017355,0.000196
2332,PKBK,20.530001,0.020795,0.000386
2333,WMT,146.848999,0.012936,0.000389
2334,FNLPF,10.45,0.025384,0.000313
2335,ICFI,107.440002,0.01639,0.000403
2336,ROK,259.200012,0.025341,0.000377
2337,WAFD,33.77,0.015556,0.000314
2338,ALDX,6.09,0.042356,0.000849
2339,EDPFY,48.686501,0.013288,0.000116
2340,GM,38.615002,0.015224,0.000121
2341,KGJI,0.02,0.116132,0.006184
2342,HEOFF,1.65,0.050794,0.001126
2343,CMCLF,0.48,0.035237,0.000539
2344,CHPXF,1.88,0.018198,1.6e-05
2345,NWBI,14.305,0.01776,0.000293
2346,ONEQ,43.41,0.010117,0.000237
2347,NEU,314.429993,0.019898,0.000367
2348,BIO,419.369995,0.014847,0.000347
2349,SFM,34.07,0.017371,0.000145
2350,OIIM,4.405,0.028047,0.000246
2351,GROW,2.87,0.038128,0.000753
2352,TAST,1.405,0.027472,9.4e-05
2353,ATAI,3.07,0.036559,-0.001899
2354,DWHHF,22.4,0.04412,0.001089
2355,WST,238.410004,0.031885,0.000654
2356,GHI,18.790001,0.021238,0.000159
2357,MGM,36.514999,0.027472,0.000427
2358,TOELY,82.360001,0.016471,0.000384
2359,SBAC,289.049988,0.027119,0.000661
2360,PBNK,14.0,0.024499,0.00035
2361,ETX,18.42,0.007937,1.6e-05
2362,SPTN,31.895,0.024731,0.0004
2363,CNWT,0.013,0.156576,0.011533
2364,ARCW,0.85,0.064418,0.001938
2365,MARA,5.0799,0.082316,0.002949
2366,NYRT,14.18,0.01966,-0.000689
2367,ARE,148.5,0.018015,0.000239
2368,NBR,139.539993,0.038251,0.000768
2369,KFS,7.1,0.024938,0.00016
2370,MHF,6.555,0.009126,1.6e-05
2371,ASHTF,59.099998,0.018643,0.000663
2372,SZHIF,7.985,0.016791,0.000421
2373,PRIM,21.219999,0.021302,0.000375
2374,LMT,484.51001,0.036198,0.000745
2375,APH,78.728996,0.015807,0.000483
2376,ENBP,17.1,0.011631,0.00012
2377,TRYIY,10.54,0.014856,6.3e-05
2378,WDC,35.794998,0.034727,0.00066
2379,KELYA,16.08,0.019388,0.000238
2380,CAVM,86.230003,0.021179,0.000518
2381,CEVIY,5.77,0.017554,-4.8e-05
2382,JAPAF,20.450001,0.079751,0.002191
2383,AXGN,10.71,0.066736,0.002284
2384,CCU,11.99,0.013692,0.000151
2385,CRRFY,3.4,0.016985,3.3e-05
2386,AUDC,18.58,0.028539,0.000483
2387,HFBL,17.52,0.020127,0.000356
2388,SAMG,18.15,0.020723,0.000312
2389,EDRWY,15.07,0.010346,-8.7e-05
2390,PCN,12.835,0.012624,6.5e-05
2391,BLH,14.55,0.005126,-0.000118
2392,ABM,45.674999,0.013804,0.000285
2393,CBA,0.085,0.081314,0.003381
2394,HPS,14.2092,0.012187,1.7e-05
2395,DLTR,143.720001,0.038488,0.000856
2396,ELS,64.769997,0.012738,0.000277
2397,NX,23.7407,0.022477,0.000337
2398,TXN,174.309998,0.029065,0.000483
2399,ASPN,11.795,0.030463,0.00048
2400,EXR,157.179993,0.026446,0.000441
2401,PBLOF,0.9556,0.041189,-0.000131
2402,CFR,138.164993,0.024839,0.000407
2403,MAR,162.085007,0.023013,0.000326
2404,AJISF,28.25,0.00814,0.000216
2405,APAJF,7.35,0.016202,0.00027
2406,NGS,11.1987,0.023619,0.000368
2407,CMCT,5.42,0.02169,-2e-05
2408,HSTM,24.74,0.034525,0.000684
2409,OGFGF,4.85,0.020343,-3e-06
2410,NVFY,0.52,0.068214,0.001664
2411,UCBJY,37.880001,0.013373,0.000175
2412,PERY,27.5,0.026266,0.000475
2413,YFGSF,5.62,0.011575,-7.2e-05
2414,AZN,69.464996,0.019334,0.000273
2415,CJPRF,123.589996,0.012551,0.000104
2416,UCBI,35.709999,0.021578,0.00016
2417,FLL,8.055,0.043881,0.001027
2418,NE,34.985001,0.021794,0.000704
2419,MO,46.580002,0.027712,0.000444
2420,ACOR,0.5699,0.037363,0.000206
2421,EHTH,4.04,0.029189,0.000215
2422,AHPI,1.02,0.043167,0.000747
2423,PBI,4.22,0.01638,0.000177
2424,ACGL,59.849998,0.027263,0.000451
2425,SGMA,4.9,0.042017,0.000849
2426,NSM,18.27,0.020189,0.000296
2427,TLOG,0.0101,0.136143,0.007487
2428,MHD,11.8402,0.006967,6e-06
2429,HFBK,33.0,0.014789,0.00013
2430,HIHO,2.35,0.049281,0.001153
2431,JOF,6.47,0.017301,0.000112
2432,ESPR,5.09,0.036144,0.0004
2433,GIM,4.26,0.009535,-3e-06
2434,HIL,3.375,0.026971,0.000322
2435,TCFC,39.93,0.024452,0.000369
2436,IOSP,106.959999,0.020332,0.000365
2437,STKL,8.635,0.056657,0.001652
2438,HTHT,42.009998,0.022083,0.000638
2439,TKC,4.445,0.022449,6.4e-05
2440,MLP,8.87,0.022176,0.000194
2441,VNRFY,4.7,0.018969,2.4e-05
2442,MBWM,32.700001,0.020529,0.000296
2443,MT,26.84,0.025235,0.000224
2444,AHKSY,14.49,0.01677,0.000126
2445,BHL,2.0,0.101495,0.004847
2446,WETF,5.33,0.054814,0.001514
2447,SFL,9.63,0.018599,0.000127
2448,GLNG,24.250999,0.025456,0.000412
2449,SEM,24.0,0.019014,0.000316
2450,MG,4.25,0.020804,5.6e-05
2451,ASMB,1.08,0.037194,9.9e-05
2452,DPG,13.29,0.012329,4e-06
2453,TEUFF,0.0106,0.101949,0.002131
2454,JD,57.290001,0.024242,0.000406
2455,MYC,13.84,0.006444,8.2e-05
2456,WHG,11.3,0.018179,0.000148
2457,GBERY,48.037998,0.010043,0.000212
2458,TVE,21.049999,0.00574,2e-06
2459,LMAT,47.09,0.028592,0.000652
2460,PZN,9.65,0.029561,0.000337
2461,FRSH,15.49,0.03735,-0.000967
2462,HDSN,11.775,0.047583,0.001183
2463,OMER,2.1015,0.036277,0.000442
2464,RQI,12.54,0.016071,0.000112
2465,HKXCF,43.887501,0.016225,0.000367
2466,MITK,10.375,0.062799,0.002081
2467,THS,45.060001,0.014793,0.000155
2468,CAT,228.987793,0.022093,0.000322
2469,SEKEY,7.575,0.019267,0.000236
2470,APA,43.73,0.019385,0.000302
2471,NISTF,16.190001,0.019161,8.4e-05
2472,GUT,7.21,0.013434,6.4e-05
2473,JQC,5.106,0.011821,-4e-05
2474,XNCR,29.405001,0.025475,0.000676
2475,CGEMY,36.119999,0.016879,0.000302
2476,JBSS,81.209999,0.026893,0.000484
2477,RPRX,41.990002,0.015876,8.9e-05
2478,SURVF,1.1,0.012472,0.000108
2479,NKTR,2.805,0.030563,0.000446
2480,EVF,5.4,0.009238,-8e-06
2481,SAXPF,50.349998,0.012638,0.000223
2482,AJINY,32.93,0.014223,0.000286
2483,QKLS,0.05,0.122869,0.007391
2484,GBIM,0.05,0.143567,0.008885
2485,HBI,6.345,0.019247,0.0002
2486,LOCM,0.011,0.0583,0.000493
2487,RDWR,19.74,0.022723,0.000252
2488,HASI,32.705002,0.015977,0.000341
2489,BLSFF,11.04,0.030935,0.000694
2490,BMBLF,7.74,0.107563,0.00579
2491,MNDO,2.135,0.026812,0.000222
2492,HPQ,28.645,0.015485,0.000283
2493,SXC,8.105,0.024654,0.000175
2494,HTZ,16.1,0.037215,0.000479
2495,CLWT,1.45,0.060031,0.001646
2496,JXHLY,6.57,0.017433,9.4e-05
2497,ENLAY,5.435,0.016621,3.9e-05
2498,EGBN,45.349998,0.019681,0.00043
2499,ABBV,163.404404,0.019725,0.000349
2500,RVNC,22.285,0.029143,0.000438
2501,GELYY,30.620001,0.022347,0.000403
2502,IBKR,73.629997,0.01738,0.000202
2503,CWCO,15.3101,0.023784,0.000439
2504,AGM,119.739998,0.026355,0.000638
2505,MEIL,0.019,0.132602,0.007444
2506,DHT,9.8,0.022213,-6.4e-05
2507,HPP,10.275,0.012706,-4e-06
2508,LARK,24.219999,0.016747,0.000254
2509,RCRRF,30.75,0.02282,0.000536
2510,PREC,0.0299,0.189631,0.017395
2511,SIEB,1.6461,0.036109,0.000687
2512,INTX,3.67,0.037165,0.000455
2513,AXTA,25.634001,0.01505,0.000163
2514,INTL,19.940001,0.004928,-9.9e-05
2515,DLR,107.415001,0.014973,0.000352
2516,EGO,8.06,0.026974,0.000364
2517,MFG,2.45,0.020879,0.000107
2518,TOPS,1.35,0.064065,-0.001311
2519,FBR,17.01,0.021248,0.000199
2520,OFC,25.51,0.021299,0.000289
2521,SBS,10.17,0.020935,0.000381
2522,EMITF,1.35,0.041262,0.000423
2523,FEIM,5.4,0.02457,0.000385
2524,FRPH,59.0,0.022425,0.000411
2525,DIS,94.315002,0.025124,0.000408
2526,NAT,3.485,0.020744,8.7e-05
2527,NM,1.66,0.035177,0.000237
2528,CBFC,65.0,0.006641,7.6e-05
2529,SUEZY,7.15,0.02507,0.000231
2530,DORM,83.029999,0.028751,0.000646
2531,GLW,33.064999,0.018427,0.000302
2532,EMKR,1.26,0.038226,0.000521
2533,MN,12.85,0.022831,0.000273
2534,VEOEY,26.1,0.015486,8.2e-05
